C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_285.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_285.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_285.jpg, 0, 0, 0, 7.955599E-05
C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_388.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_388.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_388.jpg, 0, 0, 0, 7.940031E-05
C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_491.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_491.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_491.jpg, 0, 0, 0, 7.885549E-05
C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_593.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_593.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_593.jpg, 0, 0.1419942, 0, 0.06357793
C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_694.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_694.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_694.jpg, 0, 0.4468522, 0, 0.4401127
C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_796.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_796.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_796.jpg, 0, 0.7410274, 0, 1.126898
C:\Project car\DATA\IMG\center_2020_10_20_13_13_34_898.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_34_898.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_34_898.jpg, 0, 1, 0, 2.158549
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_000.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_000.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_000.jpg, 0, 1, 0, 3.320365
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_103.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_103.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_103.jpg, -0.0152016, 1, 0, 4.495046
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_205.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_205.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_205.jpg, -0.324165, 1, 0, 5.63808
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_308.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_308.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_308.jpg, -0.6752043, 1, 0, 6.942818
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_409.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_409.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_409.jpg, -0.7961476, 1, 0, 7.986297
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_510.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_510.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_510.jpg, -0.4923521, 1, 0, 9.125848
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_613.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_613.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_613.jpg, -0.1964618, 1, 0, 10.25335
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_718.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_718.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_718.jpg, 0, 1, 0, 11.3433
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_819.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_819.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_819.jpg, 0, 1, 0, 12.47487
C:\Project car\DATA\IMG\center_2020_10_20_13_13_35_924.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_35_924.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_35_924.jpg, 0, 1, 0, 13.53462
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_030.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_030.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_030.jpg, 0, 1, 0, 14.82778
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_134.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_134.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_134.jpg, 0, 1, 0, 15.78585
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_239.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_239.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_239.jpg, -0.3017046, 1, 0, 16.93803
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_339.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_339.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_339.jpg, -0.5051739, 1, 0, 17.73071
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_439.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_439.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_439.jpg, -0.201954, 1, 0, 18.88765
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_542.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_542.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_542.jpg, 0, 1, 0, 19.76377
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_645.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_645.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_645.jpg, 0, 1, 0, 20.87039
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_750.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_750.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_750.jpg, 0, 1, 0, 22.04965
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_852.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_852.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_852.jpg, -0.1644945, 1, 0, 22.99717
C:\Project car\DATA\IMG\center_2020_10_20_13_13_36_953.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_36_953.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_36_953.jpg, -0.4655031, 1, 0, 23.86462
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_057.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_057.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_057.jpg, -0.3348669, 1, 0, 24.72474
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_158.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_158.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_158.jpg, -0.04944006, 1, 0, 25.69039
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_262.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_262.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_262.jpg, 0, 1, 0, 26.62465
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_366.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_366.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_366.jpg, 0, 1, 0, 27.56314
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_470.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_470.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_470.jpg, 0, 1, 0, 28.67907
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_571.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_571.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_571.jpg, -0.2636838, 1, 0, 29.56754
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_672.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_672.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_672.jpg, -0.3145449, 1, 0, 30.18108
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_775.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_775.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_775.jpg, -0.02271695, 1, 0, 30.18866
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_878.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_878.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_878.jpg, 0, 1, 0, 30.18987
C:\Project car\DATA\IMG\center_2020_10_20_13_13_37_979.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_37_979.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_37_979.jpg, -0.0745572, 1, 0, 30.18982
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_083.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_083.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_083.jpg, -0.3867742, 1, 0, 30.15925
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_187.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_187.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_187.jpg, -0.2908135, 1, 0, 30.18944
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_287.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_287.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_287.jpg, 0, 1, 0, 30.18624
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_392.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_392.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_392.jpg, 0, 1, 0, 30.18974
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_493.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_493.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_493.jpg, 0, 1, 0, 30.19031
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_596.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_596.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_596.jpg, 0, 1, 0, 30.19038
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_701.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_701.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_701.jpg, 0, 1, 0, 30.19041
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_803.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_803.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_803.jpg, 0, 1, 0, 30.19016
C:\Project car\DATA\IMG\center_2020_10_20_13_13_38_902.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_38_902.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_38_902.jpg, 0, 1, 0, 30.19017
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_007.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_007.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_007.jpg, 0, 1, 0, 30.18997
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_112.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_112.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_112.jpg, 0, 1, 0, 30.19169
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_217.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_217.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_217.jpg, 0, 1, 0, 30.19053
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_322.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_322.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_322.jpg, 0, 1, 0, 30.18973
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_423.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_423.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_423.jpg, 0, 1, 0, 30.19044
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_525.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_525.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_525.jpg, 0, 1, 0, 30.19112
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_626.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_626.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_626.jpg, 0, 1, 0, 30.19019
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_729.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_729.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_729.jpg, -0.0162897, 1, 0, 30.19027
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_830.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_830.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_830.jpg, -0.3199449, 1, 0, 30.1656
C:\Project car\DATA\IMG\center_2020_10_20_13_13_39_934.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_39_934.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_39_934.jpg, -0.2333661, 1, 0, 30.1875
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_039.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_039.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_039.jpg, 0, 1, 0, 30.18745
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_140.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_140.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_140.jpg, 0, 1, 0, 30.19004
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_241.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_241.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_241.jpg, 0, 1, 0, 30.19029
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_342.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_342.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_342.jpg, -0.1469898, 1, 0, 30.18522
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_444.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_444.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_444.jpg, -0.4037733, 1, 0, 30.15655
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_546.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_546.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_546.jpg, -0.1028439, 1, 0, 30.19182
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_650.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_650.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_650.jpg, 0, 1, 0, 30.18974
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_750.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_750.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_750.jpg, 0, 1, 0, 30.19046
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_855.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_855.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_855.jpg, -0.1790067, 1, 0, 30.18256
C:\Project car\DATA\IMG\center_2020_10_20_13_13_40_961.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_40_961.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_40_961.jpg, -0.2558121, 1, 0, 30.18323
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_063.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_063.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_063.jpg, 0, 1, 0, 30.18802
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_165.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_165.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_165.jpg, 0, 1, 0, 30.19007
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_267.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_267.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_267.jpg, 0, 1, 0, 30.19027
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_370.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_370.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_370.jpg, -0.1131078, 1, 0, 30.18732
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_472.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_472.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_472.jpg, -0.4216059, 1, 0, 30.15241
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_579.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_579.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_579.jpg, -0.2477715, 1, 0, 30.18986
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_682.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_682.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_682.jpg, 0, 1, 0, 30.18697
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_787.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_787.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_787.jpg, 0, 1, 0, 30.19005
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_888.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_888.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_888.jpg, 0, 1, 0, 30.19081
C:\Project car\DATA\IMG\center_2020_10_20_13_13_41_993.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_41_993.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_41_993.jpg, 0, 1, 0, 30.19035
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_100.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_100.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_100.jpg, 0, 1, 0, 30.1903
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_208.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_208.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_208.jpg, 0, 1, 0, 30.19031
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_313.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_313.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_313.jpg, 0, 1, 0, 30.19029
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_417.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_417.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_417.jpg, 0, 1, 0, 30.19029
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_517.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_517.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_517.jpg, 0, 1, 0, 30.1903
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_618.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_618.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_618.jpg, -0.2791101, 1, 0, 30.17111
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_720.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_720.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_720.jpg, -0.01892342, 1, 0, 30.19032
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_820.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_820.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_820.jpg, 0, 1, 0, 30.19017
C:\Project car\DATA\IMG\center_2020_10_20_13_13_42_923.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_42_923.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_42_923.jpg, 0, 1, 0, 30.19098
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_025.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_025.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_025.jpg, 0, 1, 0, 30.1904
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_132.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_132.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_132.jpg, 0, 1, 0, 30.19045
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_236.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_236.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_236.jpg, 0, 1, 0, 30.19026
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_338.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_338.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_338.jpg, 0, 1, 0, 30.19028
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_443.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_443.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_443.jpg, -0.0619605, 1, 0, 30.18935
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_548.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_548.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_548.jpg, -0.2902647, 1, 0, 30.17258
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_654.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_654.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_654.jpg, 0, 1, 0, 30.18831
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_760.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_760.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_760.jpg, 0, 1, 0, 30.18989
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_864.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_864.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_864.jpg, 0, 1, 0, 30.18834
C:\Project car\DATA\IMG\center_2020_10_20_13_13_43_969.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_43_969.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_43_969.jpg, 0, 1, 0, 30.1907
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_074.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_074.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_074.jpg, 0, 1, 0, 30.19014
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_177.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_177.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_177.jpg, 0, 1, 0, 30.19028
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_279.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_279.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_279.jpg, -0.0406947, 1, 0, 30.18992
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_386.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_386.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_386.jpg, -0.3220821, 1, 0, 30.16553
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_490.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_490.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_490.jpg, -0.07030714, 1, 0, 30.19117
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_591.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_591.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_591.jpg, 0, 1, 0, 30.18965
C:\Project car\DATA\IMG\center_2020_10_20_13_13_44_692.jpg, C:\Project car\DATA\IMG\left_2020_10_20_13_13_44_692.jpg, C:\Project car\DATA\IMG\right_2020_10_20_13_13_44_692.jpg, 0, 1, 0, 30.19025
